,id_diet,tipe_diet,tipe_masakan,resep_masakan,kadar_protein,kadar_karbo,kadar_lemak,fitur_tfidf,segmentasi_kadar_protein,segmentasi_kadar_karbo,segmentasi_kadar_lemak
6855,217,dash,american,Chocolate And Berry-Covered Meringue,21.74,252.41,15.87,dash Chocolate And Berry-Covered Meringue american,2,1,0
6858,218,dash,american,Classic Canadian Bacon Eggs Benedict Recipes,58.98,34.73,155.33,dash Classic Canadian Bacon Eggs Benedict Recipes american,3,2,1
6865,219,dash,american,Party Cheese Ball,66.98,27.37,196.47,dash Party Cheese Ball american,3,0,1
6869,220,dash,american,The Chicago Hot Dog,12.32,38.71,14.84,dash The Chicago Hot Dog american,0,2,0
6871,221,dash,american,Lump Crab Cakes From Bowens Island,94.81,57.85,131.8,dash Lump Crab Cakes From Bowens Island american,1,2,1
6876,222,dash,american,Pesto Cottage Cheese Dip,86.52,298.87,131.06,dash Pesto Cottage Cheese Dip american,1,1,1
6877,223,dash,american,Fresh Raspberry Lemon Cheesecake Tart,34.42,314.07,177.51,dash Fresh Raspberry Lemon Cheesecake Tart american,2,1,1
6878,224,dash,american,Fig-Pecan Macaroons,18.18,249.45,78.93,dash Fig-Pecan Macaroons american,2,1,3
6879,225,dash,american,Cilantro Chicken Milanese With Raita Recipes,132.73,97.51,89.35,dash Cilantro Chicken Milanese With Raita Recipes american,1,3,3
6882,226,dash,american,Cheater Baked Beans,50.04,263.64,37.63,dash Cheater Baked Beans american,3,1,2
6883,227,dash,american,Grilled Plum & Strawberry Skewers With Sweet Mint Pesto,8.83,56.42,24.92,dash Grilled Plum & Strawberry Skewers With Sweet Mint Pesto american,0,2,0
6884,228,dash,american,East Of Ireland Recipe,1.32,331.48,1.09,dash East Of Ireland Recipe american,0,1,0
6885,229,dash,american,Memphis Magic,3.89,39.52,35.41,dash Memphis Magic american,0,2,2
6894,230,dash,american,Fresh Strawberry Ice Cream,21.66,216.5,191.25,dash Fresh Strawberry Ice Cream american,2,1,1
6896,231,dash,american,Strawberry Yogurt Tartelette,48.96,185.03,50.98,dash Strawberry Yogurt Tartelette american,3,1,2
6897,232,dash,american,Carmelized Onion With Bacon And Green Apple Dip/Spread,22.08,49.91,91.59,dash Carmelized Onion With Bacon And Green Apple Dip/Spread american,2,2,3
6898,233,dash,american,Frosted Cauliflower Recipe,32.93,20.61,112.92,dash Frosted Cauliflower Recipe american,2,0,3
6900,234,dash,american,Black Skillet Cornbread,72.12,264.58,101.56,dash Black Skillet Cornbread american,3,1,3
6901,235,dash,american,The Awesome-Est Blueberry Muffins,18.65,286.51,135.67,dash The Awesome-Est Blueberry Muffins american,2,1,1
6903,236,dash,american,Maple Water Golden Milk,0.41,4.7,27.34,dash Maple Water Golden Milk american,0,0,0
6904,237,dash,american,Cranberry-Almond Green Salad With Honey Mustard Vinaigrette Recipes,22.64,20.37,196.99,dash Cranberry-Almond Green Salad With Honey Mustard Vinaigrette Recipes american,2,0,1
6906,238,dash,american,Spiced-Pomegranate Poached Pears,6.72,108.36,20.4,dash Spiced-Pomegranate Poached Pears american,0,3,0
6907,239,dash,american,Alexander Mccream Spiced Pumpkin Ice Cream,15.35,136.14,59.35,dash Alexander Mccream Spiced Pumpkin Ice Cream american,0,3,2
6916,240,dash,american,Peach And Cardamon Crisp,11.19,171.65,48.76,dash Peach And Cardamon Crisp american,0,1,2
6920,241,dash,american,"Stuffed Red Peppers ,Creole.",26.61,84.66,41.17,"dash Stuffed Red Peppers ,Creole. american",2,3,2
6924,242,dash,american,Cucumber Dill Yogurt Salad Recipes,16.59,56.3,9.33,dash Cucumber Dill Yogurt Salad Recipes american,0,2,0
6925,243,dash,american,Heirloom Tomato With Mango Vinaigrette On A Toasted Baguette,75.82,261.78,138.47,dash Heirloom Tomato With Mango Vinaigrette On A Toasted Baguette american,3,1,1
6926,244,dash,american,Homegrown Microgreens Salad Recipes,9.83,36.62,47.89,dash Homegrown Microgreens Salad Recipes american,0,2,2
6929,245,dash,american,Balsamic Onion And Thyme Carrots,6.59,66.0,28.25,dash Balsamic Onion And Thyme Carrots american,0,2,0
6930,246,dash,american,Sneaky Stovetop Mac ’N‘ Cheese,138.13,224.79,151.29,dash Sneaky Stovetop Mac ’N‘ Cheese american,1,1,1
6932,247,dash,american,Thai Turkey Noodle Soup,162.99,246.95,80.25,dash Thai Turkey Noodle Soup american,1,1,3
6934,248,dash,american,"Roast Beef, Arugula, And Pickled Onion Wrap",19.61,46.91,10.93,"dash Roast Beef, Arugula, And Pickled Onion Wrap american",2,2,0
6938,249,dash,american,Sauteed Bananas With Tangy Sweet Cream,7.59,166.29,34.2,dash Sauteed Bananas With Tangy Sweet Cream american,0,1,2
6944,250,dash,american,Pumpkin Flip,2.97,23.78,0.91,dash Pumpkin Flip american,0,0,0
6951,251,dash,american,My Crumble Topping,12.21,159.36,63.06,dash My Crumble Topping american,0,3,2
6954,252,dash,american,Two Turtledoves Cocktail Recipe,1.72,163.83,1.87,dash Two Turtledoves Cocktail Recipe american,0,3,0
6960,253,dash,american,Spinach Salad With Warm Bacon Dressing Recipes,54.64,34.66,132.98,dash Spinach Salad With Warm Bacon Dressing Recipes american,3,2,1
6967,254,dash,american,Grilled Peaches With Honey Cream,18.55,114.81,40.04,dash Grilled Peaches With Honey Cream american,2,3,2
6970,255,dash,american,Marcie'S Aioli Recipe,8.77,25.98,129.22,dash Marcie'S Aioli Recipe american,0,0,1
6972,256,dash,american,Shredded Beef With Red Jalapeno Peppers,61.78,34.25,75.4,dash Shredded Beef With Red Jalapeno Peppers american,3,2,3
6976,257,dash,american,Grilled Hanging Tenderloin,39.63,28.81,48.1,dash Grilled Hanging Tenderloin american,2,0,2
6978,258,dash,american,Blueberry Pie Sundaes,40.69,218.37,19.61,dash Blueberry Pie Sundaes american,2,1,0
6980,259,dash,american,Green Bean Casserole,38.7,146.44,4.81,dash Green Bean Casserole american,2,3,0
6981,260,dash,american,Crispy Pan-Fried Chicken With Ranch Dipping Sauce,36.92,34.66,54.64,dash Crispy Pan-Fried Chicken With Ranch Dipping Sauce american,2,2,2
6988,261,dash,american,Spiked Hot Chocolate,29.23,177.05,72.21,dash Spiked Hot Chocolate american,2,1,3
6998,262,dash,american,Halibut With Ginger & Cilantro,138.95,207.71,15.9,dash Halibut With Ginger & Cilantro american,1,1,0
7001,263,dash,american,Baked Crabcakes Recipe,86.41,31.56,59.05,dash Baked Crabcakes Recipe american,1,2,2
7004,264,dash,american,Browned Butter Bananas With Toasted Pecans,9.74,149.0,72.34,dash Browned Butter Bananas With Toasted Pecans american,0,3,3
7007,265,dash,american,"Turkey, Apple And Havarti Sandwich",29.61,34.92,25.63,"dash Turkey, Apple And Havarti Sandwich american",2,2,0
7013,266,dash,american,Wedge Salad Dippers,31.66,27.84,214.78,dash Wedge Salad Dippers american,2,0,1
7017,267,dash,american,Vanilla And Chocolate Tuiles,15.19,105.42,47.49,dash Vanilla And Chocolate Tuiles american,0,3,2
7018,268,dash,american,Holiday Brunch Bake,137.06,65.26,181.8,dash Holiday Brunch Bake american,1,2,1
7021,269,dash,american,Blackberry Cobbler,26.87,245.56,55.54,dash Blackberry Cobbler american,2,1,2
7024,270,dash,american,Creamy Cheddar Soup,34.58,91.19,181.05,dash Creamy Cheddar Soup american,2,3,1
7027,271,dash,american,Gougères,120.01,122.01,143.68,dash Gougères american,1,3,1
7030,272,dash,american,The Awesome-Est Blueberry Muffins Recipes,18.65,275.33,135.67,dash The Awesome-Est Blueberry Muffins Recipes american,2,1,1
7042,273,dash,american,Concord Cocktail,0.99,220.27,0.37,dash Concord Cocktail american,0,1,0
7059,274,dash,american,School For Tapas: Alioli Potatoes,23.26,152.69,221.96,dash School For Tapas: Alioli Potatoes american,2,3,1
7063,275,dash,american,Smoked Cauliflower Soup,49.78,134.47,17.29,dash Smoked Cauliflower Soup american,3,3,0
7064,276,dash,american,Houlihan'S Smashed Potatoes,36.6,278.59,9.95,dash Houlihan'S Smashed Potatoes american,2,1,0
7075,277,dash,american,Pimento Cheese Potato Skins,83.54,163.84,206.78,dash Pimento Cheese Potato Skins american,1,3,1
7076,278,dash,american,Mrs Cobb'S Meatloaf,142.09,183.21,152.63,dash Mrs Cobb'S Meatloaf american,1,1,1
7077,279,dash,american,Key Lime Pie Ice Cream,47.57,258.96,80.3,dash Key Lime Pie Ice Cream american,3,1,3
7078,280,dash,american,Swamp Dip,25.46,73.28,228.86,dash Swamp Dip american,2,2,1
7085,281,dash,american,Bbq Lentils Recipes,26.77,127.78,10.4,dash Bbq Lentils Recipes american,2,3,0
7099,282,dash,american,Dreamy Creamy Macaroni And Cheese,79.5,156.97,78.18,dash Dreamy Creamy Macaroni And Cheese american,3,3,3
7108,283,dash,american,Drinking In Season: Spiced And Spiked Blood Orange Cocktail Recipe,0.99,223.21,1.0,dash Drinking In Season: Spiced And Spiked Blood Orange Cocktail Recipe american,0,1,0
7117,284,dash,american,S'Mores Martini,25.55,204.33,42.22,dash S'Mores Martini american,2,1,2
7119,285,dash,american,Plum And Berry Crumble,23.5,295.77,107.02,dash Plum And Berry Crumble american,2,1,3
7120,286,dash,american,Blue Cheese & Berry Tossed Salad,38.01,45.54,212.73,dash Blue Cheese & Berry Tossed Salad american,2,2,1
7121,287,dash,american,Herb Meatballs With Maple Sweet And Sour,136.57,118.71,164.0,dash Herb Meatballs With Maple Sweet And Sour american,1,3,1
7123,288,dash,american,Southern Barbecue Bowl,29.03,99.62,28.99,dash Southern Barbecue Bowl american,2,3,0
7124,289,dash,american,Ham-Broccoli Strata,140.21,137.64,106.47,dash Ham-Broccoli Strata american,1,3,3
7127,290,dash,american,Cream Of Cauliflower Or Broccoli Soup,44.84,60.7,97.28,dash Cream Of Cauliflower Or Broccoli Soup american,3,2,3
7131,291,dash,american,Lavender-Chamomile Tequila,0.71,143.0,0.38,dash Lavender-Chamomile Tequila american,0,3,0
7139,292,dash,american,Samuel Adams Boston Lager Glazed Early Winter Roots,7.58,44.85,93.19,dash Samuel Adams Boston Lager Glazed Early Winter Roots american,0,2,3
7143,293,dash,american,Baked Apple Rings With Caramel Sauce,20.58,267.05,13.55,dash Baked Apple Rings With Caramel Sauce american,2,1,0
7144,294,dash,american,"Pomegranate, Cranberry & Brie Bruschetta",56.15,147.49,58.78,"dash Pomegranate, Cranberry & Brie Bruschetta american",3,3,2
7148,295,dash,american,Bbq Meatballs,160.95,291.62,175.4,dash Bbq Meatballs american,1,1,1
7149,296,dash,american,Bacon And Egg Sandwiches With Caramelized Onions And Arugula,37.52,51.14,75.39,dash Bacon And Egg Sandwiches With Caramelized Onions And Arugula american,2,2,3
7153,297,dash,american,Barbecue Baked Onion Rings,32.23,190.67,33.66,dash Barbecue Baked Onion Rings american,2,1,2
7158,298,dash,american,Chicken Salad With Apples And Cranberries,73.48,192.44,123.08,dash Chicken Salad With Apples And Cranberries american,3,1,1
7162,299,dash,american,Marinated Flank Steak With Blue Cheese Sauce,131.23,25.4,83.55,dash Marinated Flank Steak With Blue Cheese Sauce american,1,0,3
7164,300,dash,american,Ultimate Mashed Potatoes,75.03,360.54,129.02,dash Ultimate Mashed Potatoes american,3,1,1
7167,301,dash,american,Turkey Re-Hash,149.37,272.83,91.91,dash Turkey Re-Hash american,1,1,3
7170,302,dash,american,The Last Of The Good Pears Tart,16.87,255.14,93.35,dash The Last Of The Good Pears Tart american,0,1,3
7172,303,dash,american,Cheese And Bacon Soufflé Recipe,124.88,40.01,217.71,dash Cheese And Bacon Soufflé Recipe american,1,2,1
7179,304,dash,american,Deluxe Redeye Gravy With Pork Shoulder Picnic,123.97,39.42,124.93,dash Deluxe Redeye Gravy With Pork Shoulder Picnic american,1,2,1
7181,305,dash,american,Tuna Melt,101.24,72.96,40.45,dash Tuna Melt american,1,2,2
7182,306,dash,american,Grated Carrot Salad (Carottes Râpées),9.42,92.42,56.52,dash Grated Carrot Salad (Carottes Râpées) american,0,3,2
7183,307,dash,american,Hoisin Pork With Garlic & Ginger Greens,120.25,75.21,81.17,dash Hoisin Pork With Garlic & Ginger Greens american,1,2,3
7187,308,dash,american,Eat For Eight Bucks: Curried Yellow Split Pea Soup,113.42,328.21,41.12,dash Eat For Eight Bucks: Curried Yellow Split Pea Soup american,1,1,2
7189,309,dash,american,Roasted Squash Soup With Turkey Croquettes,146.13,268.78,77.29,dash Roasted Squash Soup With Turkey Croquettes american,1,1,3
7192,310,dash,american,Big Daddy'S Sloppy Joe Burgers,117.28,164.56,118.84,dash Big Daddy'S Sloppy Joe Burgers american,1,1,1
7195,311,dash,american,Barbecue Lentils,27.17,132.5,14.97,dash Barbecue Lentils american,2,3,0
7196,312,dash,american,Beet Reuben,39.57,57.94,91.25,dash Beet Reuben american,2,2,3
7197,313,dash,american,Roasted Pork And Potatoes With Creamy Applesauce,146.79,161.51,49.88,dash Roasted Pork And Potatoes With Creamy Applesauce american,1,3,2
7204,314,dash,american,"Romaine, Celery, And Parmesan Salad",14.31,7.08,21.01,"dash Romaine, Celery, And Parmesan Salad american",0,0,0
7206,315,dash,american,Chipotle Ranch Egg Salad Wraps,19.88,59.61,39.48,dash Chipotle Ranch Egg Salad Wraps american,2,2,2
7213,316,dash,american,Vegan Nachos,119.72,312.06,136.44,dash Vegan Nachos american,1,1,1
7217,317,dash,american,Creamy Clam Chowder,106.41,148.0,70.36,dash Creamy Clam Chowder american,1,3,3
7221,318,dash,american,Skillet Steak With Mushroom Sauce,99.25,58.82,61.16,dash Skillet Steak With Mushroom Sauce american,1,2,2
7236,319,dash,american,Smashed Raspberry Chocolate Chunk Pancakes,33.11,160.57,63.97,dash Smashed Raspberry Chocolate Chunk Pancakes american,2,3,2
7237,320,dash,american,Aunt Trish'S Salad Dressing,16.96,25.42,172.45,dash Aunt Trish'S Salad Dressing american,0,0,1
7245,321,dash,american,Butternut Buttermilk Biscuits,47.9,364.29,124.87,dash Butternut Buttermilk Biscuits american,3,1,1
7249,322,dash,american,Goodbye Summer Salad,60.48,54.5,102.75,dash Goodbye Summer Salad american,3,2,3
7250,323,dash,american,Tomato And Shrimp Stew,117.64,153.72,34.16,dash Tomato And Shrimp Stew american,1,3,2
7255,324,dash,american,Kid Friendly Pasta Salad,121.47,282.11,221.64,dash Kid Friendly Pasta Salad american,1,1,1
7256,325,dash,american,Southwestern Breakfast Tostadas,29.53,47.08,23.4,dash Southwestern Breakfast Tostadas american,2,2,0
7258,326,dash,american,"Spicy, Peanutty Udon With Kale",32.54,85.66,35.11,"dash Spicy, Peanutty Udon With Kale american",2,3,2
7261,327,dash,american,Grilled Burgers With Curry Mustard,83.13,110.24,83.21,dash Grilled Burgers With Curry Mustard american,1,3,3
7271,328,dash,american,Jane'S Crab Cakes,180.27,37.27,167.2,dash Jane'S Crab Cakes american,1,2,1
7276,329,dash,american,Posole,99.16,83.4,36.92,dash Posole american,1,3,2
7283,330,dash,american,Steamed Meat Bao With Preserved Vegetables,95.55,234.64,79.52,dash Steamed Meat Bao With Preserved Vegetables american,1,1,3
7284,331,dash,american,Turkey Meatballs,171.34,58.53,92.37,dash Turkey Meatballs american,1,2,3
7290,332,dash,american,Spinach-Turkey Roll-Ups,28.47,7.15,25.42,dash Spinach-Turkey Roll-Ups american,2,0,0
7292,333,dash,american,Fal Harvest Quinoa Salad,28.64,157.66,42.75,dash Fal Harvest Quinoa Salad american,2,3,2
7293,334,dash,american,"Cook The Book: Tomato, Montrachet, And Basil Salad",13.44,50.88,64.42,"dash Cook The Book: Tomato, Montrachet, And Basil Salad american",0,2,2
7298,335,dash,american,Catfish With Red Pepper Sauce,21.06,19.43,34.77,dash Catfish With Red Pepper Sauce american,2,0,2
7300,336,dash,american,Bake Me Crazy Chicken With Gravy,145.68,76.57,125.32,dash Bake Me Crazy Chicken With Gravy american,1,3,1
7301,337,dash,american,Strawberry Goat Cheese Oat Pie With Whipped Goat Cheese,70.35,174.17,159.67,dash Strawberry Goat Cheese Oat Pie With Whipped Goat Cheese american,3,1,1
7302,338,dash,american,Lime Caesar Salad,26.9,43.45,90.48,dash Lime Caesar Salad american,2,2,3
7304,339,dash,american,Cream Of Spinach Bake,38.64,35.86,42.98,dash Cream Of Spinach Bake american,2,2,2
7307,340,dash,american,Classic Shrimp Roll,115.87,132.85,34.84,dash Classic Shrimp Roll american,1,3,2
7311,341,dash,american,"101 ""Whaler"" Fish Sandwich",166.86,291.0,206.96,"dash 101 ""Whaler"" Fish Sandwich american",1,1,1
7312,342,dash,american,Seafood Soup,70.67,70.08,7.64,dash Seafood Soup american,3,2,0
7314,343,dash,american,Spiced Carrot-Butternut Squash Soup With Pine Nut Cream,30.0,116.45,116.06,dash Spiced Carrot-Butternut Squash Soup With Pine Nut Cream american,2,3,3
7321,344,dash,american,Turkey Meatball Sandwich,169.52,201.71,130.74,dash Turkey Meatball Sandwich american,1,1,1
7322,345,dash,american,Cream Of Tomato Soup With Orzo,40.34,154.42,61.38,dash Cream Of Tomato Soup With Orzo american,2,3,2
7325,346,dash,american,Date Butterscotch Pancakes,40.75,330.86,182.0,dash Date Butterscotch Pancakes american,2,1,1
7336,347,dash,american,Butternut Squash Soup With Spiced Seeds,39.32,215.7,59.78,dash Butternut Squash Soup With Spiced Seeds american,2,1,2
7340,348,dash,american,Blue Cheese-Topped Steaks,98.69,16.43,94.04,dash Blue Cheese-Topped Steaks american,1,0,3
7353,349,dash,american,Shrimp Cocktail Recipes,28.52,114.27,3.39,dash Shrimp Cocktail Recipes american,2,3,0
7358,350,dash,american,Bread Salad,44.09,153.84,86.03,dash Bread Salad american,3,3,3
7360,351,dash,american,Pumpkin Spice-Cream,73.33,351.16,91.91,dash Pumpkin Spice-Cream american,3,1,3
7374,352,dash,american,Les Oeufs Jeannette,50.71,14.05,122.47,dash Les Oeufs Jeannette american,3,0,1
7375,353,dash,american,The Kale Mary Recipe,5.26,14.06,1.01,dash The Kale Mary Recipe american,0,0,0
7387,354,dash,american,Vegan Mediterranean Pita Pockets,120.28,197.28,115.53,dash Vegan Mediterranean Pita Pockets american,1,1,3
7389,355,dash,american,Giant Beans Baked With Sorrel,35.3,147.08,223.91,dash Giant Beans Baked With Sorrel american,2,3,1
7394,356,dash,american,Big Blue Buffalo Jala' Poppers,43.99,78.68,45.7,dash Big Blue Buffalo Jala' Poppers american,3,3,2
7395,357,dash,american,My Caesar Salad,39.2,96.25,178.76,dash My Caesar Salad american,2,3,1
7403,358,dash,american,Sweet & Savory Peach Tart,29.44,169.03,164.26,dash Sweet & Savory Peach Tart american,2,1,1
7404,359,dash,american,Cajun Bbq Chicken,111.01,135.57,38.95,dash Cajun Bbq Chicken american,1,3,2
7414,360,dash,american,Homemade Ranch Dressing,6.43,12.16,201.69,dash Homemade Ranch Dressing american,0,0,1
7415,361,dash,american,Red Berry Fruit Compote (German Rote Grütze),34.32,196.14,37.01,dash Red Berry Fruit Compote (German Rote Grütze) american,2,1,2
7426,362,dash,american,Grilled Apples With Herbes De Provence And Micro Greens,7.74,93.4,77.17,dash Grilled Apples With Herbes De Provence And Micro Greens american,0,3,3
7431,363,dash,american,Creole Red Snapper,143.96,23.58,23.81,dash Creole Red Snapper american,1,0,0
7439,364,dash,american,Demon Pork,93.98,0.22,49.97,dash Demon Pork american,1,0,2
7441,365,dash,american,Savory Stuffed Acorn Squash,55.43,211.39,22.19,dash Savory Stuffed Acorn Squash american,3,1,0
7461,366,dash,american,Turkey Burger Pitas With Tahini Sauce,113.57,70.03,62.69,dash Turkey Burger Pitas With Tahini Sauce american,1,2,2
7469,367,dash,american,Black Bean Burgers,77.08,309.03,45.43,dash Black Bean Burgers american,3,1,2
7483,368,dash,american,Cranberry Salsa Recipes,1.58,86.84,0.52,dash Cranberry Salsa Recipes american,0,3,0
7484,369,dash,american,Fried Onion Dip,11.26,45.62,100.02,dash Fried Onion Dip american,0,2,3
7485,370,dash,american,Buffalo Chicken Salad,78.28,20.3,148.43,dash Buffalo Chicken Salad american,3,0,1
7487,371,dash,american,Cranberry-Orange Cloud Ice Cream,20.8,366.9,56.27,dash Cranberry-Orange Cloud Ice Cream american,2,1,2
7489,372,dash,american,Pecan And Cranberry Crusted Salmon With Cran-Apple Drizzle,149.3,216.12,170.76,dash Pecan And Cranberry Crusted Salmon With Cran-Apple Drizzle american,1,1,1
7495,373,dash,american,The Perfect Potato Chip,40.71,281.17,25.54,dash The Perfect Potato Chip american,2,1,0
7499,374,dash,american,Old Bay Green Bean Casserole With Crab Recipe,81.74,160.38,91.31,dash Old Bay Green Bean Casserole With Crab Recipe american,1,3,3
